wlan.sa,frame.time_relative,wlan.seq,wlan.ssid,frame.len
94:d7:71:fc:67:c9,1031.211515086,143294,NaN,166
94:d7:71:fc:67:c9,1031.238886994,143295,NaN,166
18:83:31:9b:75:ad,1034.681720882,143448,NaN,157
ac:36:13:5b:00:45,1040.304817004,147522,NaN,157
ac:36:13:5b:00:45,1040.325039112,147523,NaN,157
ac:36:13:5b:00:45,1040.6347061889999,147537,NaN,157
ac:36:13:5b:00:45,1040.677954585,147539,NaN,157
f8:e6:1a:f1:d6:49,1043.907127207,148276,T wifi zone_secure,156
f8:e6:1a:f1:d6:49,1043.913938224,148277,NaN,156
f8:e6:1a:f1:d6:49,1043.946312535,148278,T wifi zone_secure,156
84:2e:27:6b:53:df,1044.332859719,151561,U+zone,158
84:2e:27:6b:53:df,1044.334165215,151562,U+zone_5G,158
84:2e:27:6b:53:df,1044.3358096289999,151563,5G_U+zone,158
84:2e:27:6b:53:df,1044.3371850419999,151564,NaN,158
84:2e:27:6b:53:df,1044.35241455,151565,U+zone,158
84:2e:27:6b:53:df,1044.353790003,151566,U+zone_5G,158
84:2e:27:6b:53:df,1044.355612745,151567,5G_U+zone,158
84:2e:27:6b:53:df,1044.35736141,151568,NaN,158
84:2e:27:6b:53:df,1044.5853130980001,151609,U+zone,158
84:2e:27:6b:53:df,1044.586618605,151610,U+zone_5G,158
84:2e:27:6b:53:df,1044.58828717,151611,5G_U+zone,158
84:2e:27:6b:53:df,1044.589896293,151612,NaN,158
84:2e:27:6b:53:df,1044.605864628,151613,U+zone,158
84:2e:27:6b:53:df,1044.607248575,151614,U+zone_5G,158
84:2e:27:6b:53:df,1044.6090859,151615,5G_U+zone,158
84:2e:27:6b:53:df,1044.610818733,151616,NaN,158
84:2e:27:6b:53:df,1051.007137045,151740,U+zone,158
84:2e:27:6b:53:df,1051.008503427,151741,U+zone_5G,158
84:2e:27:6b:53:df,1051.0099171030001,151742,5G_U+zone,158
84:2e:27:6b:53:df,1051.0113049,151743,NaN,158
84:2e:27:6b:53:df,1051.0275898260002,151744,U+zone,158
84:2e:27:6b:53:df,1051.029029332,151745,U+zone_5G,158
84:2e:27:6b:53:df,1051.030438352,151746,5G_U+zone,158
84:2e:27:6b:53:df,1051.031779647,151747,NaN,158
84:2e:27:6b:53:df,1051.40665365,151795,U+zone,158
84:2e:27:6b:53:df,1051.408065572,151796,U+zone_5G,158
84:2e:27:6b:53:df,1051.409585869,151797,5G_U+zone,158
84:2e:27:6b:53:df,1051.4112681660001,151798,NaN,158
94:d7:71:fc:67:c9,1065.54433213,155833,NaN,166
94:d7:71:fc:67:c9,1065.571630403,155834,NaN,166
f8:e6:1a:f1:d6:49,1065.769502944,156496,T wifi zone_secure,156
f8:e6:1a:f1:d6:49,1065.770798251,156497,NaN,156
f8:e6:1a:f1:d6:49,1065.810437458,156498,T wifi zone_secure,156
f8:e6:1a:f1:d6:49,1065.811742243,156499,NaN,156
f8:e6:1a:f1:d6:49,1065.856023099,156501,NaN,156
3c:a0:67:85:86:1b,1069.952486495,156548,NaN,66
94:d7:71:fc:67:c9,1070.790543654,159996,NaN,166
94:d7:71:fc:67:c9,1070.866378416,159999,NaN,166
94:d7:71:fc:67:c9,1070.893665217,160000,NaN,166
94:d7:71:fc:67:c9,1071.3410916130001,160017,NaN,166
94:d7:71:fc:67:c9,1071.368462724,160018,NaN,166
6a:9a:f3:0c:cf:2d,1073.66881408,160305,NaN,94
6a:9a:f3:0c:cf:2d,1073.717804603,160307,NaN,94
6a:9a:f3:0c:cf:2d,1073.741471716,160308,NaN,94
6a:9a:f3:0c:cf:2d,1073.765949951,160309,NaN,94
6a:9a:f3:0c:cf:2d,1073.814206495,160311,NaN,94
